,Activity Type,Date,Title,Distance,Calories,Time taken,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Best Lap Time,Number of Laps,Time,Temp,Shoes
165,Running,2018-09-21,Baltimore Running,6.07,434,45.467,136,154,172,210,7.483,6.167,315,307,1.24,1.967,7,16:28:00,15.58,Adidas Ultra Boost 20
166,Running,2018-09-22,West Pennsboro Running,2.37,221,17.05,152,181,174,190,7.183,5.217,138,148,1.29,3.916,3,09:42:00,16.23,Nike React Infinity Run Flyknit
167,Running,2018-09-22,Running,7,374.566,47,143.624,164.647,177.009,188.897,6.717,0,245.311,245.55,0,3.424,1,10:31:00,21.32,Adidas Ultra Boost 20
168,Running,2018-09-23,Baltimore Running,17.25,818,113,131,158,178,194,6.55,4.767,245.311,245.55,1.38,1.186,18,09:12:00,20.36,Adidas Ultra Boost 20
169,Running,2018-09-24,Baltimore Running,10.05,725,63.8,149,183,180,192,6.35,4.1,651,662,1.42,3.075,11,16:40:00,21.52,Nike Pegasus 37
170,Running,2018-09-25,Baltimore Running,1.95,192,16.033,144,156,170,190,8.233,6.8,241,227,1.15,1.376,2,17:40:00,22.93,Nike Pegasus 37
171,Running,2018-09-25,Baltimore Running,0.95,84,5.305,181,195,180,200,5.567,4.75,40,39,1.61,4.733,1,17:27:00,21.97,Nike React Infinity Run Flyknit
172,Running,2018-09-25,Baltimore Running,0.95,84,5.348,180,190,182,198,5.6,4.867,49,47,1.58,3.008,1,17:21:00,17.01,Adidas Ultra Boost 20
173,Running,2018-09-25,Baltimore Running,0.96,85,5.27,182,201,182,202,5.5,4.683,40,39,1.61,0.319,1,17:15:00,19.47,Hoka One One Elevon 2
174,Running,2018-09-25,Baltimore Running,0.96,72,5.073,166,183,188,208,5.267,3.967,42,41,1.63,0.783,1,17:02:00,16.63,Adidas Ultra Boost 20
175,Running,2018-09-25,Baltimore Running,0.95,81,5.15,180,187,186,202,5.417,4.517,40,39,1.6,3.92,1,17:08:00,12.03,Nike React Infinity Run Flyknit
176,Running,2018-09-25,Baltimore Running,2.48,184,16.533,138,160,178,190,6.667,5.233,276,298,1.35,4.011,3,16:30:00,24.7,Hoka One One Elevon 2
177,Running,2018-09-26,Baltimore Running,5.13,371,39.25,132,151,172,180,7.65,5.517,548,539,1.22,2.217,6,09:52:00,17.13,Hoka One One Elevon 2
178,Running,2018-09-26,Baltimore Running,2.12,163,14.8,137,161,176,186,6.983,5.8,139,133,1.31,4.208,3,17:23:00,23.07,Nike React Infinity Run Flyknit
179,Running,2018-09-27,Baltimore Running,11.02,561,76.333,126,145,176,204,6.917,3.867,245.311,245.55,1.32,1.323,12,16:41:00,22.75,Nike Pegasus 37
180,Running,2018-09-28,Baltimore Running,5.63,435,40.583,141,158,174,180,7.217,4.7,417,414,1.29,3.141,6,11:06:00,15.25,Hoka One One Elevon 2
181,Cardio,2018-09-29,Cardio,0.8,91,13.6,108,161,142,196,0,0,245.311,245.55,0.67,1.695,1,10:59:00,17,Adidas Ultra Boost 20
182,Running,2018-09-29,Bethlehem Running,2.05,160,14,140,161,178,190,6.817,5.583,61,59,1.33,1.451,3,08:45:00,14.68,Adidas Ultra Boost 20
183,Running,2018-09-29,Bethlehem Running,1.61,135,15.45,124,155,164,180,9.567,7.417,47,68,1.02,1.111,2,10:15:00,20.84,Adidas Ultra Boost 20
184,Running,2018-09-29,Running,5,374.566,26.3,143.624,164.647,177.009,188.897,5.267,0,245.311,245.55,0,3.355,1,10:30:00,22.09,Nike Pegasus 37
185,Running,2018-09-30,Running,17.3,374.566,117,143.624,164.647,177.009,188.897,6.767,0,245.311,245.55,0,2.446,1,10:28:00,13.17,Nike Pegasus 37
186,Running,2018-10-01,Baltimore Running,10,673,73.833,137,154,174,182,7.383,6.217,788,789,1.25,2.565,11,16:38:00,22.81,Adidas Ultra Boost 20
187,Running,2018-10-02,Baltimore Running,2.52,181,17.417,134,165,176,192,6.917,4.883,272,292,1.32,1.756,3,16:31:00,14.77,Nike React Infinity Run Flyknit
188,Running,2018-10-02,Baltimore Running,0.38,17,1.79,128,145,196,210,4.667,4.417,11,16,1.76,4.523,1,17:00:00,14.1,Hoka One One Elevon 2
189,Running,2018-10-02,Baltimore Running,0.38,21,1.823,140,160,192,202,4.85,4.55,11,15,1.73,2.457,1,17:06:00,12.57,Nike Pegasus 37
190,Running,2018-10-02,Baltimore Running,0.38,23,1.788,150,168,194,204,4.767,4.4,8,12,1.74,2.091,1,17:10:00,22.33,Hoka One One Elevon 2
191,Running,2018-10-02,Baltimore Running,0.38,24,1.812,157,184,192,202,4.817,4.25,11,17,1.74,0.602,1,17:13:00,20.72,Nike Pegasus 37
192,Running,2018-10-02,Baltimore Running,0.37,27,1.817,172,189,194,200,4.85,4.233,14,19,1.71,1.439,1,17:16:00,17.06,Nike React Infinity Run Flyknit
193,Running,2018-10-02,Baltimore Running,0.99,82,5.377,172,184,188,200,5.4,4.167,168,73,1.58,1.544,1,17:22:00,21.37,Hoka One One Elevon 2
194,Running,2018-10-02,Baltimore Running,0.97,77,4.9,178,192,190,200,5.033,3.817,81,165,1.69,3.395,1,17:31:00,19.32,Nike React Infinity Run Flyknit
195,Running,2018-10-02,Baltimore Running,1.61,162,15.033,136,148,166,194,9.333,7.983,211,191,1.03,0.412,2,17:42:00,19.3,Adidas Ultra Boost 20
196,Running,2018-10-02,Baltimore Running,0.38,22,1.857,144,179,194,198,4.833,4.367,13,17,1.72,3.947,1,17:03:00,15.5,Adidas Ultra Boost 20
197,Running,2018-10-03,Baltimore Running,7.05,463,53.7,129,150,174,182,7.617,0.5,520,510,1.22,0.458,8,09:25:00,20.2,Nike Pegasus 37
198,Running,2018-10-04,Baltimore Running,11.18,779,74.75,144,163,176,190,6.683,5.4,606,597,1.36,3.736,12,16:38:00,22.88,Hoka One One Elevon 2
199,Running,2018-10-05,Baltimore Running,1.01,73,5.3,156,173,190,198,5.25,4.833,35,45,1.62,3.593,2,07:34:00,15.81,Nike React Infinity Run Flyknit
200,Running,2018-10-05,Baltimore Running,1.36,130,12.45,134,168,170,206,9.15,0.517,96,49,1.04,1.216,2,08:28:00,22.04,Nike Pegasus 37
201,Running,2018-10-05,Baltimore Running,1.02,50,4.715,132,139,196,208,4.6,4.133,36,43,1.78,2.24,2,08:19:00,22.14,Nike React Infinity Run Flyknit
202,Running,2018-10-05,Baltimore Running,1.02,66,4.798,155,171,194,202,4.683,4.383,50,57,1.77,0.92,2,08:10:00,13.82,Hoka One One Elevon 2
203,Running,2018-10-05,Baltimore Running,1.99,140,14.033,129,156,176,194,7.05,4.583,85,117,1.3,2.569,2,07:03:00,23.39,Nike Pegasus 37
204,Running,2018-10-05,Baltimore Running,1.03,81,5.07,182,190,190,206,4.933,4.5,34,40,1.72,3.61,2,07:52:00,12.06,Adidas Ultra Boost 20
205,Running,2018-10-05,Baltimore Running,1.02,78,5.165,171,181,190,196,5.05,4.783,34,41,1.68,3.106,2,07:43:00,23.23,Nike React Infinity Run Flyknit
206,Running,2018-10-05,Baltimore Running,1.02,75,4.917,174,193,192,208,4.833,4.633,48,50,1.73,4.407,2,08:01:00,13.86,Nike Pegasus 37
207,Running,2018-10-06,Baltimore Running,7,480,50.417,135,159,176,188,7.2,6.133,479,415,1.27,0.884,7,10:57:00,14.78,Nike React Infinity Run Flyknit
208,Running,2018-10-07,Baltimore Running,15,374.566,104.333,150,191,176,192,6.95,4.35,836,833,1.32,3.376,15,09:15:00,12.97,Nike React Infinity Run Flyknit
209,Running,2018-10-08,Baltimore Running,10.01,768,67.75,147,168,178,212,6.767,4.75,799,791,1.35,4.548,11,16:39:00,17.77,Adidas Ultra Boost 20
210,Running,2018-10-09,Baltimore Running,2.42,160,16.383,130,174,178,196,6.783,4.95,48,138,1.33,2.098,3,16:28:00,20.71,Hoka One One Elevon 2
211,Running,2018-10-09,Baltimore Running,1.35,102,6.87,169,188,188,202,5.067,4.383,14,14,1.69,1.146,2,16:51:00,18.48,Nike Pegasus 37
212,Running,2018-10-09,Baltimore Running,1.35,109,6.912,178,187,188,202,5.1,4.45,17,13,1.68,0.08,2,16:59:00,19.4,Hoka One One Elevon 2
213,Running,2018-10-09,Baltimore Running,1.35,113,7.043,179,186,184,194,5.233,4.633,15,11,1.66,4.548,2,17:07:00,17.57,Hoka One One Elevon 2
214,Running,2018-10-09,Baltimore Running,2.44,217,21.9,133,149,168,188,9,7.317,157,57,1.06,2.365,3,17:23:00,12.82,Hoka One One Elevon 2
215,Running,2018-10-10,Baltimore Running,6.54,387,48.7,127,149,172,180,7.45,6.25,423,444,1.26,4.575,7,16:07:00,21.45,Hoka One One Elevon 2
216,Running,2018-10-10,Running,9,374.566,66,143.624,164.647,177.009,188.897,7.333,0,245.311,245.55,0,1.365,1,18:55:00,16.07,Nike Pegasus 37
217,Running,2018-10-11,Baltimore Running,10.98,831,74.1,147,171,176,198,6.75,4.4,626,633,1.35,2.885,11,16:35:00,21.58,Adidas Ultra Boost 20
218,Running,2018-10-12,Baltimore Running,4.95,353,36.133,133,174,176,190,7.3,3.733,260,264,1.25,0.719,5,08:51:00,23.42,Adidas Ultra Boost 20
219,Running,2018-10-13,Logan Running,1.49,146,11.65,145,171,170,180,7.833,6.717,245.311,245.55,1.21,4.145,2,12:21:00,16.16,Adidas Ultra Boost 20
220,Running,2018-10-13,Logan Running,2.21,185,15.35,144,167,176,192,6.95,4.933,245.311,245.55,1.3,3.452,3,11:00:00,17.04,Hoka One One Elevon 2
221,Running,2018-10-13,Running,5,374.566,26.6,143.624,164.647,177.009,188.897,5.317,0,245.311,245.55,0,3.796,1,19:19:00,13.59,Nike Pegasus 37
222,Running,2018-10-14,Baltimore Running,13.02,981,84.05,150,182,174,196,6.45,4.067,937,931,1.42,4.136,14,16:50:00,22.73,Nike React Infinity Run Flyknit
223,Running,2018-10-15,Baltimore Running,10.22,681,69.417,139,161,174,186,6.8,5.1,245.311,245.55,1.36,3.486,11,16:33:00,22.05,Hoka One One Elevon 2
224,Running,2018-10-16,Baltimore Running,2.85,203,19.45,133,169,176,196,6.817,4.833,268,273,1.34,1.895,3,16:32:00,13.8,Hoka One One Elevon 2
225,Running,2018-10-16,Baltimore Running,0.59,37,3.062,141,166,190,200,5.167,3.6,43,35,1.64,2.987,1,17:04:00,19.07,Nike React Infinity Run Flyknit
226,Running,2018-10-16,Baltimore Running,0.59,41,3.037,151,156,190,200,5.15,4.483,45,35,1.64,3.092,1,17:09:00,20.52,Hoka One One Elevon 2
227,Running,2018-10-16,Baltimore Running,0.89,47,4.718,129,158,188,200,5.267,4.1,90,45,1.62,2.429,1,17:15:00,24.95,Adidas Ultra Boost 20
228,Running,2018-10-16,Baltimore Running,0.59,31,3.072,128,140,188,200,5.217,4.3,45,34,1.64,0.215,1,17:23:00,21.58,Nike Pegasus 37
229,Running,2018-10-16,Baltimore Running,0.9,59,4.698,147,189,188,200,5.233,4.2,89,44,1.64,2.46,1,17:29:00,22.05,Adidas Ultra Boost 20
230,Running,2018-10-16,Baltimore Running,0.9,65,4.745,156,195,192,204,5.3,4.483,89,45,1.58,1.973,1,17:37:00,17.31,Adidas Ultra Boost 20
231,Running,2018-10-16,Baltimore Running,0.59,39,2.952,151,168,194,208,5.017,4.35,44,34,1.65,3.903,1,17:45:00,15.35,Adidas Ultra Boost 20
232,Running,2018-10-16,Baltimore Running,2.28,197,20.083,132,161,168,196,8.817,6.7,262,263,1.09,0.426,3,17:52:00,13.23,Nike Pegasus 37
233,Running,2018-10-17,Baltimore Running,7.01,458,51.717,133,147,172,180,7.367,6.25,574,581,1.26,3.601,8,15:04:00,23.21,Nike Pegasus 37
234,Running,2018-10-18,Baltimore Running,8.2,521,56.967,133,152,174,184,6.95,3.483,404,398,1.33,1.971,9,12:25:00,17.87,Nike Pegasus 37
235,Running,2018-10-19,Baltimore Running,2.2,206,17.1,142,161,172,194,7.783,5.967,273,245,1.21,3.029,3,10:24:00,12.75,Nike Pegasus 37
236,Running,2018-10-19,Baltimore Running,0.25,14,1.173,143,163,198,206,4.667,4.167,16,14,1.74,4.817,1,10:18:00,17.49,Hoka One One Elevon 2
237,Running,2018-10-19,Baltimore Running,0.25,15,1.223,145,166,192,198,4.933,4.45,15,14,1.7,1.406,1,10:15:00,23.71,Nike React Infinity Run Flyknit
238,Running,2018-10-19,Baltimore Running,0.26,16,1.223,146,158,192,198,4.8,4.017,16,14,1.75,1.592,1,10:13:00,23.56,Adidas Ultra Boost 20
239,Running,2018-10-19,Baltimore Running,0.25,14,1.24,141,177,188,196,4.933,4.55,16,14,1.73,2.484,1,10:08:00,20.81,Nike React Infinity Run Flyknit
240,Running,2018-10-19,Baltimore Running,4.02,186,21.483,126,149,184,198,5.35,4.467,189,192,1.63,3.696,5,09:44:00,17.91,Adidas Ultra Boost 20
241,Running,2018-10-19,Baltimore Running,2.43,160,17.05,127,146,178,194,7.017,5.217,245,262,1.29,0.625,3,09:16:00,19.54,Nike React Infinity Run Flyknit
242,Running,2018-10-19,Baltimore Running,0.25,14,1.2,141,167,194,204,4.767,4.433,16,14,1.74,2.76,1,10:10:00,21.65,Hoka One One Elevon 2
243,Running,2018-10-20,Baltimore Running,6.91,445,51.05,130,165,174,184,7.383,0.7,437,432,1.25,0.333,7,08:51:00,15.48,Nike Pegasus 37
244,Running,2018-10-21,Baltimore Running,13.01,374.566,83.417,153,180,178,192,6.417,4.533,245.311,245.55,1.41,1.922,14,09:14:00,17.61,Hoka One One Elevon 2
245,Running,2018-10-22,Running,8.8,374.566,59.6,143.624,164.647,177.009,188.897,6.767,0,245.311,245.55,0,2.952,1,00:13:00,16.42,Nike React Infinity Run Flyknit
246,Running,2018-10-23,Baltimore Running,2.48,218,18.317,142,167,172,188,7.367,6.15,260,256,1.27,2.548,3,17:40:00,21.5,Hoka One One Elevon 2
247,Running,2018-10-23,Baltimore Running,0.63,50,3.193,177,189,186,202,5.05,4.4,245.311,10,1.71,2.374,1,17:29:00,17.4,Hoka One One Elevon 2
248,Running,2018-10-23,Baltimore Running,1.26,105,6.442,181,193,186,196,5.117,4.7,17,21,1.7,3.598,2,17:22:00,19.25,Nike React Infinity Run Flyknit
249,Running,2018-10-23,Baltimore Running,1.27,103,6.445,177,196,186,196,5.1,4.533,25,25,1.7,3.432,2,17:10:00,20.07,Hoka One One Elevon 2
250,Running,2018-10-23,Baltimore Running,0.63,45,3.243,159,183,186,194,5.15,4.583,10,12,1.68,1.16,1,17:05:00,13.39,Adidas Ultra Boost 20
251,Running,2018-10-23,Baltimore Running,0.63,42,3.127,153,172,192,200,4.983,4.617,9,10,1.68,3.307,1,17:01:00,18.83,Nike Pegasus 37
252,Running,2018-10-23,Baltimore Running,2.96,244,21,141,170,174,194,7.1,5.1,269,274,1.3,4.816,3,16:30:00,19.69,Nike React Infinity Run Flyknit
253,Running,2018-10-23,Baltimore Running,0.63,51,3.23,177,193,186,194,5.15,4.9,245.311,10,1.68,0.623,1,17:17:00,20.8,Hoka One One Elevon 2
254,Running,2018-10-24,Baltimore Running,5,533,35.817,166,186,172,180,7.167,6.383,541,546,1.31,4.467,6,16:36:00,22.5,Hoka One One Elevon 2
255,Running,2018-10-25,Baltimore Running,8.88,603,59.633,142,168,174,198,6.717,4.317,422,415,1.37,3.916,9,16:35:00,22.3,Adidas Ultra Boost 20
256,Running,2018-10-26,Baltimore Running,4.98,382,36.55,138,165,174,190,7.333,3.967,251,247,1.26,3.481,5,16:54:00,19.26,Nike React Infinity Run Flyknit
257,Running,2018-10-27,Haverford Running,2.16,180,15.25,143,157,174,192,7.05,5.133,48,48,1.3,1.533,3,11:55:00,23.51,Nike React Infinity Run Flyknit
258,Treadmill Running,2018-10-27,Treadmill Running,1.53,124,12.417,133,175,170,174,8.117,4.617,245.311,245.55,1.17,3.516,2,13:34:00,17.8,Adidas Ultra Boost 20
259,Running,2018-10-28,Baltimore Running,11.33,564,81.783,124,141,174,184,7.217,1.2,535,628,1.28,1.354,12,16:29:00,20.85,Nike React Infinity Run Flyknit
260,Running,2018-11-01,Baltimore Running,0.83,76,5.002,176,183,184,192,6,2.083,138,182,1.46,2.859,1,17:00:00,21.84,Nike React Infinity Run Flyknit
261,Running,2018-11-01,Baltimore Running,2.72,264,21.25,148,160,172,182,7.8,6.367,326,314,1.2,4.839,3,17:13:00,16.46,Nike React Infinity Run Flyknit
262,Running,2018-11-01,Baltimore Running,0.9,68,5.013,161,197,190,198,5.583,4.467,156,124,1.52,2.22,1,16:54:00,19.02,Nike React Infinity Run Flyknit
263,Running,2018-11-01,Running,0.88,78,5.008,179,197,186,196,5.683,4.833,245.311,245.55,1.52,3.945,1,17:06:00,14.51,Nike React Infinity Run Flyknit
264,Running,2018-11-02,Baltimore Running,5.07,346,36.633,134,152,174,182,7.233,3.467,321,314,1.29,4.377,6,16:13:00,21.06,Adidas Ultra Boost 20
265,Running,2018-11-03,Baltimore Running,6.03,447,47.4,136,153,172,180,7.867,5.333,331,322,1.19,3.916,7,10:01:00,20.78,Adidas Ultra Boost 20
266,Running,2018-11-04,Baltimore Running,12.17,908,78.767,152,173,178,192,6.467,4.683,779,798,1.39,3.593,13,10:16:00,21.67,Nike React Infinity Run Flyknit
267,Running,2018-11-05,Baltimore Running,8,436,48.85,130,164,178,186,6.1,5,608,600,1.48,3.063,9,16:38:00,12.98,Nike Pegasus 37
268,Running,2018-11-06,Baltimore Running,1.89,125,12.717,130,150,176,190,6.733,4.817,81,115,1.36,1.707,2,16:30:00,14.67,Nike Pegasus 37
269,Running,2018-11-06,Baltimore Running,1.3,71,6.49,137,156,190,196,4.983,4.583,53,59,1.71,0.656,2,16:55:00,20.71,Adidas Ultra Boost 20
270,Running,2018-11-06,Baltimore Running,1.28,86,6.538,155,188,186,192,5.083,4.867,33,43,1.69,0.4,2,17:03:00,22.56,Nike React Infinity Run Flyknit
271,Running,2018-11-06,Baltimore Running,1.29,96,6.537,172,186,186,192,5.067,4.817,34,40,1.71,4.74,2,17:10:00,12.44,Adidas Ultra Boost 20
272,Running,2018-11-06,Baltimore Running,1.28,96,6.522,172,189,186,192,5.083,4.9,44,51,1.71,1.107,2,17:18:00,16.46,Adidas Ultra Boost 20
273,Running,2018-11-06,Baltimore Running,1.19,148,10.55,164,186,168,182,8.85,7.4,74,38,1.08,4.695,2,17:31:00,20.23,Hoka One One Elevon 2
274,Running,2018-11-08,Baltimore Running,7.54,674,51.65,160,198,176,206,6.85,4.167,465,462,1.34,2.831,8,16:28:00,12,Hoka One One Elevon 2
275,Running,2018-11-11,Baltimore Running,14,822,102.033,136,178,174,186,7.283,5.567,735,829,1.28,2.161,14,10:14:00,20.21,Hoka One One Elevon 2
276,Running,2018-11-13,Baltimore Running,2.7,159,14.25,140,148,186,194,5.267,5.067,30,31,1.64,0.67,3,16:56:00,13.86,Adidas Ultra Boost 20
277,Running,2018-11-13,Baltimore Running,2.72,177,14.367,147,157,182,190,5.283,4.9,24,28,1.68,3.201,3,17:11:00,19.26,Nike React Infinity Run Flyknit
278,Running,2018-11-13,Baltimore Running,1.8,187,14.067,156,191,172,186,7.8,7.083,143,61,1.2,3.458,2,17:31:00,16.8,Nike Pegasus 37
279,Running,2018-11-13,Baltimore Running,2.05,127,14.05,127,143,176,188,6.85,5.1,51,142,1.33,0.462,3,16:30:00,13.01,Nike React Infinity Run Flyknit
280,Running,2018-11-19,Voorhees Running,7.44,520,52.133,139,165,176,184,7.017,5.9,191,209,1.31,3.984,8,10:33:00,13.96,Nike React Infinity Run Flyknit
281,Running,2018-11-20,Cherry Hill Running,6.94,457,47.2,135,182,176,196,6.8,5.8,126,128,1.35,0.166,7,15:15:00,24.13,Hoka One One Elevon 2
282,Running,2018-11-21,Voorhees Running,1.53,131,10.617,146,161,176,182,6.933,6.283,33,40,1.32,0.238,2,10:57:00,24.04,Nike Pegasus 37
283,Running,2018-11-24,Haddon Running,1.62,180,13.6,153,168,168,192,8.417,7.283,27,24,1.14,0.821,2,09:43:00,18.36,Nike Pegasus 37
284,Running,2018-11-24,Haddon Running,3.13,209,16.05,151,161,186,210,5.133,4.25,37,37,1.69,3.228,4,09:16:00,12.94,Adidas Ultra Boost 20
285,Running,2018-11-24,Haddon Running,2.17,184,14.85,149,182,176,188,6.833,2.1,49,45,1.34,2.853,3,08:27:00,14.03,Adidas Ultra Boost 20
286,Running,2018-11-25,Baltimore Running,11.94,711,86.517,137,166,174,186,7.25,5.533,722,718,1.27,2.863,12,16:05:00,19.21,Hoka One One Elevon 2
287,Running,2018-11-26,Baltimore Running,9.01,658,60.683,150,181,176,186,6.733,5.233,526,525,1.36,1.079,10,16:29:00,18.66,Adidas Ultra Boost 20
288,Running,2018-11-27,Baltimore Running,2.09,144,13.95,133,156,178,190,6.683,4.267,73,108,1.35,0.283,3,16:31:00,21.93,Adidas Ultra Boost 20
289,Treadmill Running,2018-11-27,Treadmill Running,0.95,56,5.157,135,144,188,194,5.417,4.9,245.311,245.55,1.58,0.801,1,16:54:00,14.85,Nike React Infinity Run Flyknit
290,Treadmill Running,2018-11-27,Treadmill Running,0.46,25,2.407,133,152,192,200,5.25,4.75,245.311,245.55,1.6,2.082,1,17:01:00,14.7,Nike React Infinity Run Flyknit
291,Treadmill Running,2018-11-27,Treadmill Running,0.46,25,2.408,132,142,192,198,5.233,4.767,245.311,245.55,1.6,1.742,1,17:06:00,24.77,Adidas Ultra Boost 20
292,Treadmill Running,2018-11-27,Treadmill Running,0.46,27,2.428,138,146,192,196,5.283,4.817,245.311,245.55,1.59,0.013,1,17:10:00,12.36,Adidas Ultra Boost 20
293,Treadmill Running,2018-11-27,Treadmill Running,0.46,26,2.433,136,148,192,198,5.283,4.75,245.311,245.55,1.59,3.36,1,17:14:00,24.5,Hoka One One Elevon 2
294,Treadmill Running,2018-11-27,Treadmill Running,0.34,18,1.795,128,139,194,202,5.267,4.717,245.311,245.55,1.57,3.246,1,17:23:00,13.24,Nike Pegasus 37
295,Treadmill Running,2018-11-27,Treadmill Running,0.34,20,1.797,138,147,194,198,5.217,4.733,245.311,245.55,1.59,4.368,1,17:26:00,16.23,Nike Pegasus 37
296,Treadmill Running,2018-11-27,Treadmill Running,0.35,19,1.837,134,145,196,204,5.267,4.383,245.311,245.55,1.56,1.406,1,17:30:00,20.8,Nike React Infinity Run Flyknit
297,Running,2018-11-27,Baltimore Running,1.17,110,9.797,138,150,174,196,8.35,4.033,80,44,1.11,3.608,2,17:38:00,22.52,Nike React Infinity Run Flyknit
298,Treadmill Running,2018-11-27,Treadmill Running,0.47,25,2.525,131,147,190,196,5.35,4.817,245.311,245.55,1.58,4.302,1,17:19:00,15.83,Adidas Ultra Boost 20
299,Running,2018-11-29,Baltimore Running,7.9,512,55.167,138,164,174,184,6.983,4.867,900,879,1.33,0.761,8,16:28:00,14.71,Nike React Infinity Run Flyknit
300,Running,2018-11-30,Baltimore Running,4.98,371,36.683,138,173,172,184,7.367,3.917,279,279,1.26,3.938,5,16:43:00,15.07,Nike React Infinity Run Flyknit
301,Running,2018-12-24,Cherry Hill Running,5.29,458,37.9,148,164,176,182,7.167,6.55,142,146,1.28,2.335,6,10:45:00,30.56,Nike Pegasus 37
302,Running,2018-12-27,Cherry Hill Running,5,395,36.9,140,165,174,180,7.383,5.883,138,142,1.26,4.28,5,08:47:00,27.37,Nike Pegasus 37
303,Running,2018-12-29,Voorhees Running,7.56,624,57.733,143,178,172,182,7.633,6.65,176,176,1.23,1.06,8,16:45:00,32.14,Hoka One One Elevon 2
304,Running,2018-12-30,Cherry Hill Running,8.51,796,58.383,161,184,174,184,6.867,5.9,278,281,1.34,4.829,9,10:40:00,25.26,Adidas Ultra Boost 20
305,Running,2018-12-31,Cherry Hill Running,7.07,570,53.85,144,168,172,180,7.617,5.567,174,181,1.23,3.896,8,14:41:00,25.09,Nike React Infinity Run Flyknit
306,Running,2019-01-01,Cherry Hill Running,7,630,47.617,158,170,172,180,6.8,4.233,219,223,1.38,4.696,8,12:07:00,30.99,Nike React Infinity Run Flyknit
307,Running,2019-01-02,Cherry Hill Running,8.01,568,57.783,137,166,174,180,7.217,5.833,256,245,1.28,0.567,9,11:29:00,25.71,Nike React Infinity Run Flyknit
308,Running,2019-01-03,Cherry Hill Running,8.01,437,53.55,128,176,174,182,6.683,5.683,313,313,1.38,1.403,9,11:26:00,34.93,Adidas Ultra Boost 20
309,Running,2019-01-04,Voorhees Running,2.01,172,14.6,145,179,176,184,7.25,4.85,28,25,1.26,1.271,3,10:43:00,34.57,Hoka One One Elevon 2
310,Running,2019-01-04,Voorhees Running,4,296,22.283,155,164,182,192,5.567,5.167,84,81,1.59,2.931,4,11:13:00,33.56,Adidas Ultra Boost 20
311,Running,2019-01-04,Voorhees Running,2.23,217,16.283,155,182,174,180,7.3,6.767,62,63,1.27,2.883,3,11:49:00,30.3,Hoka One One Elevon 2
312,Running,2019-01-05,Running,8,374.566,56,143.624,164.647,177.009,188.897,7,0,245.311,245.55,0,2.631,1,11:32:00,27.81,Nike Pegasus 37
